step,div_protein,true_label_1,pred_label_1,true_label_2,pred_label_2,true_label_3,pred_label_3,true_label_4,pred_label_4,true_label_5,pred_label_5,phase_dna,phase_rna,phase_protein
55,0.3990881003355797,0.5004425493895708,0.5161652234004425,0.7962061583895415,0.7297357109285627,0.6502191867196613,0.6400638389947201,0.7095245020869317,0.5692637873578424,0.8032856590443066,0.8551482269518518,0.0,0.15,0.15
56,0.5085895565831579,0.8953416964212415,0.9258078533197076,0.33048704662875367,0.3376884296012324,0.37337840346182466,0.2835223725160601,0.09053048084002006,0.3604831979692475,0.5793761086559798,0.7308077284587006,0.0,0.15,0.15
57,0.4474698232879953,0.02718652045434554,0.05435705865159097,0.45959217015405546,0.42542416478306694,0.5419377811193532,0.4179521835022473,0.2865765597901773,0.18896882141161236,0.5922984142338907,0.48395847515414403,0.0,0.15,0.15
58,0.3974973041254856,0.02165470277401936,0.0,0.026300576476612898,0.06838350751847529,0.8244034911851489,0.6402461962254524,0.3615595549748007,0.41294582335324415,0.11488615566984178,0.43385325647759243,0.0,0.15,0.15
59,0.48177662992002873,0.5215115113195976,0.33121952039495745,0.7675713388643585,0.8133392752740609,0.2121842245082824,0.197381517077934,0.6290162251545391,0.5652328129762992,0.0719463314057176,0.3172828196374925,0.0,0.15,0.15
60,0.5390207549017314,0.04318566994854954,0.0017493957554083326,0.5261229329833457,0.5670738802761073,0.5399102528859964,0.46554054223780295,0.6438189234023449,0.6346226893847985,0.7315344139413269,0.6953831050118201,0.0,0.15,0.15
61,0.45578103063518627,0.9826049120044427,0.9999999932767739,0.5108914163758465,0.4377141160866626,0.32028013127557947,0.23746789999336518,0.8044317878647471,0.6227357577909203,0.2628862068928515,0.31253991038640905,0.0,0.15,0.15
62,0.4010352619843381,0.4368656800570502,0.31325834692747684,0.06789273381032318,0.3255638475529795,0.020006388456005865,0.2431584983788517,0.9749263289778202,0.7453113932881669,0.8446550190818305,0.6524904244724176,0.0,0.15,0.15
63,0.26881637676498404,0.6981090316629237,0.6028487507598664,0.40228021675368103,0.36822484508369147,0.16927626830413053,0.260280757467898,0.15411648909298536,0.2673547261352895,0.24169132295716023,0.20109750727133957,0.0,0.15,0.15
64,0.29348863369246275,0.5489401442746971,0.6175426787089193,0.7115215148728112,0.8664151443989911,0.6605443747435334,0.4637756064269941,0.2798495619610844,0.28895519450582097,0.9670365800345544,0.8441008135244443,0.0,0.15,0.15
65,0.3694775295645333,0.7407234702945944,0.6166070579485852,0.5493931249843846,0.6160866059799295,0.6116331548630562,0.7166405623645222,0.422044731747788,0.4094487254369485,0.2391055393083703,0.2727005714365733,0.0,0.15,0.15
66,0.3390487797840717,0.3524974522161882,0.1793010574042191,0.7552808849821558,0.6055743357182721,0.008950902693776231,0.07664022698902984,0.11302118874396196,0.4131959183887978,0.03144438108148459,0.16992036421799836,0.0,0.15,0.15
67,0.38130286970145544,0.03205202707450083,0.1362272805672008,0.854044568951208,0.7605791504382999,0.7043944774097218,0.6909525833430433,0.47760669257974897,0.7431298080737732,0.08480025954723704,0.2023371948862502,0.0,0.15,0.15
68,0.4056649924897107,0.49037877211586633,0.36423725919161093,0.46755862010695554,0.6009507881664837,0.1691829893344645,0.2655673236313869,0.43655437908587097,0.6406291110905564,0.39431352512974704,0.512038151140025,0.0,0.15,0.15
69,0.4529692754356731,0.6166628695227679,0.4614724989786562,0.6310832666828319,0.66793818573262,0.04013853436568023,0.2229988711354439,0.3762426739887782,0.48710258613853874,0.6283551998426355,0.6523435447954601,0.0,0.15,0.15
70,0.3929501221940909,0.5020892428143894,0.5359042206696522,0.8550859435229271,0.8987529752306641,0.6590271486814592,0.6807648108012818,0.16073152485494577,0.320624010291182,0.056732973189644494,0.22170577774082326,0.0,0.15,0.15
71,0.44865016438262023,0.643670443243794,0.5326383656917897,0.01533611623195028,0.28916972623827314,0.5854553934224711,0.38954935271734187,0.9521022187789348,0.8323711532887228,0.5764876224378399,0.5275773848038242,0.0,0.15,0.15
72,0.40644744148101203,0.3852259568941416,0.3492739005063033,0.6393743085007746,0.7537078956711682,0.45678947117516383,0.410767437971511,0.5503433058083284,0.521799005335585,0.9532420015950686,0.6673684690615809,0.0,0.15,0.15
73,0.20245334336461288,0.38312455806673973,0.42346661016313236,0.9610193026448453,0.9154908169002338,0.9078954208233602,0.9381938846253608,0.19418318521258227,0.23898177378195692,0.055490015781494255,0.2603508086570903,0.0,0.15,0.15
74,0.3060664606181246,0.09309204265095515,0.17929597729798605,0.00694903964173382,0.3260270025052586,0.08971801240082942,0.12568514145217868,0.6902210782720621,0.6430909567359662,0.05737110547830118,0.30122606369334665,0.0,0.15,0.15
75,0.3855912444278385,0.3148899496444012,0.3193824852965693,0.8433346760078982,0.7029159211356206,0.01790894441969749,0.10766723182183897,0.8240632296030854,0.8216898984908085,0.27423290173046555,0.27163615860501034,0.0,0.15,0.15
76,0.27903052571588927,0.11076575289877605,0.17872244571519455,0.6934525072603155,0.5639454081001782,0.6290096502627314,0.6395612522223915,0.8882075966228259,0.5817534393272589,0.7407782164079041,0.6146574682456917,0.0,0.15,0.15
77,0.4599928729996205,0.8073896253793736,0.6652045072956886,0.2738676411270127,0.5197743468719763,0.17345865363613433,0.1868097341994187,0.7590532675814927,0.5990634604732207,0.8146524750570912,0.9105066518838612,0.0,0.15,0.15
78,0.5530750832343698,0.9974997512295262,0.5986752622296267,0.4059880939672723,0.18011351337117934,0.36978157784776117,0.377818384840587,0.7853186176086334,0.6228744105921409,0.33491534457252714,0.31058277424194636,0.0,0.15,0.15
79,0.5218761851697317,0.9367660911520893,0.7856581780869595,0.8570314925106983,0.7929199594463887,0.42726830452075903,0.3078202239524807,0.7593142249753858,0.5199701326967407,0.7608227112914027,0.7734646615041657,0.0,0.15,0.15
80,0.3786557129069792,0.09547661710744552,0.22309539667499412,0.9016913072311014,0.7858209013146564,0.5042103000016077,0.6244949028544294,0.8362693035734355,0.5956932185501329,0.3135510340502529,0.24558073908977218,0.0,0.15,0.15
81,0.5490726136849953,0.9009506286650348,0.614465197678108,0.38229642038882283,0.4123297685887631,0.005363187727986341,0.1043762496019168,0.9166229390109172,0.7413771843546345,0.07806021482948049,0.2882034719835015,0.0,0.15,0.15
82,0.4148667457202112,0.31523353408809385,0.16811471949329507,0.949759689446263,0.9997719798162363,0.9535576470156413,0.7243511590975654,0.5786681750056439,0.6582831354810864,0.6345082879957736,0.6394402334477204,0.0,0.15,0.15
83,0.36629140288819606,0.44649610474755363,0.4348850842010076,0.28517541709942473,0.41264292560978766,0.3260393761502432,0.34841744039655154,0.6795428437855927,0.6755343584058336,0.7585905958427915,0.8186730621206432,0.0,0.15,0.15
84,0.33865973364590607,0.7952913566523031,0.6381685846104208,0.7874269678948874,0.795948068587448,0.08645213650430196,0.12403488920453164,0.49821978113817944,0.6384406930055468,0.04334036336365112,0.16124065361520232,0.0,0.15,0.15
85,0.3697530313511872,0.5492473485068259,0.6444428126498688,0.4352413076973904,0.4516639824632837,0.8900907624276073,0.533074216780963,0.35211596771828957,0.3948731826444057,0.10459875171001089,0.1995368987581958,0.0,0.15,0.15
86,0.36118231814587715,0.13600225238511107,0.26996068764150644,0.7589885484647277,0.6173596729479488,0.6181887199107421,0.45270149563587303,0.09780051796394926,0.0,0.07066918487202944,0.2014132519401329,0.0,0.15,0.15
87,0.4170416222375488,0.7031863736906131,0.3012156875867144,0.062132331007115925,0.0,0.823656351275989,0.7266301955974374,0.713877267859938,0.7147072471902564,0.06783004614254974,0.2892217235327456,0.0,0.15,0.15
88,0.4160573981049865,0.07688873936186422,0.040447238834876616,0.9867679273271054,0.8539800437481124,0.3720544831888513,0.33090459642705794,0.3722003112102247,0.2679945097013094,0.8207927280485728,0.8758299317202078,0.0,0.15,0.15
89,0.40030460201534146,0.9535294498867237,0.8145487477065362,0.986121895446725,0.8334295516103374,0.7545605423227224,0.5986885355060912,0.3779194674095992,0.42133393408041747,0.07004527042591166,0.03876353252680409,0.0,0.15,0.15
90,0.443693816974635,0.7806210976075678,0.5817261951170795,0.5534910049826032,0.4637289287712887,0.42245350560410755,0.2566702722623197,0.917612955571004,0.7376975254478494,0.0985565951705691,0.448751567297263,0.0,0.15,0.15
91,0.5190646274786341,0.49140465365081964,0.4839800765851461,0.0,0.07194263491374867,0.4672905273981215,0.459721842368595,0.05216955048193665,0.32828598411437726,0.10640114534161277,0.36459205988665166,0.0,0.15,0.15
92,0.4949554135441324,0.1101166354199518,0.17056752823219248,0.6453661125759066,0.5349555143042283,0.7471614937848341,0.6669470336148136,0.5887788752783908,0.586081795801963,0.9745587538695106,0.9110642468331439,0.0,0.15,0.15
93,0.25151020315500966,0.37170716994270186,0.40421365576491636,0.27758845002660176,0.4626986812812572,0.8708144324614515,0.6176254087191617,0.22249136245893494,0.436054798661746,0.975639624966043,0.8405353825170849,0.0,0.15,0.15
94,0.14460788650980455,0.0030062207870207892,0.3120508479477384,0.9698098520225281,0.767242408044613,0.037975214866255665,0.2900597434617444,0.9021262461631945,0.7794517232928777,0.5273095524201419,0.47010572366043724,0.0,0.15,0.15
95,0.4934319911239274,0.9999999898349992,0.701890494007009,0.06317805741047065,0.14719751427151345,0.5532479244912576,0.5029286247021744,0.9817009393764601,0.8695102949137983,0.5225709059380915,0.4750402666714536,0.0,0.15,0.15
96,0.2633121301584579,0.630434961585183,0.5058639092118896,0.6924523935967154,0.8926180726114125,0.4530443692090882,0.5761041339998968,0.6337683480375438,0.6215984192218145,0.5855877439530589,0.5773701071703122,0.0,0.15,0.15
97,0.37752345981073165,0.9066783850069136,0.7037835378644347,0.034494107682362184,0.2344535680404537,0.27791038125569906,0.15442400392539538,0.9624678182245086,0.7710321964035519,0.9005351596315977,0.6024929507466816,0.0,0.15,0.15
98,0.28298869739406407,0.4538263214317127,0.4336731194487446,0.6159460778707726,0.6634247326608916,0.27429626222098624,0.21090167003749954,0.18637432611674562,0.4393541843180368,0.4614245350750513,0.36977396683476627,0.0,0.15,0.15
99,0.21980195624199805,0.3498337639490997,0.16857948031116937,0.5790401560351978,0.587453120378797,0.07285989972624396,0.2388881526716168,0.9868854197109399,0.9999999930224484,0.999303910841589,0.7884967353266042,0.0,0.15,0.15
100,0.4541462728204788,0.7003326336421867,0.6682889751607272,0.5309204919709014,0.5218010415238099,0.3067308859166778,0.2672684870611257,0.8233775719957557,0.8004512960004588,0.6889578545232864,0.7055075354926829,0.0,0.15,0.15
101,0.4759155160302647,0.15595132796949704,0.028543898058026946,0.9101641750084706,0.974624201195039,0.8243396058098479,0.7948302499199568,0.9618451734253355,0.7303534749042555,0.7311516532607187,0.7060265362520528,0.0,0.15,0.15
102,0.34234895992732806,0.6141877913294829,0.549724693580758,0.41167968042728076,0.46930263540751466,0.9355187025390121,0.660712672841327,0.8765929000546199,0.6668906435975926,0.030637352629423065,0.21964062455436578,0.0,0.15,0.15
103,0.14089577078550902,0.017453227961616163,0.2265332464968344,0.36940814101030073,0.4711884360976278,0.8122482587849308,0.5951270124877809,0.999999989818925,0.9092584633586555,0.13892944290169165,0.0,0.0,0.15,0.15
104,0.3453755551747517,0.5945851152960487,0.6057293441374721,0.37388775538357105,0.2098507277934319,0.9730379859649123,0.7071848845663271,0.8522143503463305,0.601200181318539,0.847072674909767,0.6068246537129436,0.0,0.15,0.15
105,0.43918040054025465,0.46707783018425125,0.5226653578332126,0.4082158413765555,0.3823592697759558,0.27028652355972577,0.29881062708609984,0.05224307919181746,0.1702220845973457,0.8742425817233299,0.8048851927595415,0.0,0.15,0.15
106,0.25210884312258713,0.8169651361664609,0.6398946647978229,0.9999999898822705,0.7204969921368433,0.9999999899103507,0.8743257062254413,0.5603359456364041,0.4695907375947474,0.7756920649122256,0.5349103917706538,0.0,0.15,0.15
107,0.4183359919779156,0.9510056352058025,0.6753600719779072,0.8481629371768385,0.9321052169083871,0.24399393663710459,0.33568675837543954,0.4535491242555295,0.41226845358062475,0.11704678668437413,0.24128632737001357,0.0,0.15,0.15
108,0.39846901508270044,0.9604441407207432,0.6928194352748791,0.6018237881003193,0.8187710108066225,0.22512094880382633,0.2714571815221722,0.6787102643184808,0.6517123668386546,0.6203961367817052,0.7006968286515094,0.0,0.15,0.15
109,0.45792914996010886,0.3547236274201987,0.3512255116975744,0.10340718950619229,0.18371150265699254,0.6720221769911489,0.5172257268346517,0.5245759332203057,0.4912349610939124,0.7791210051583914,0.692182583811549,0.0,0.15,0.15
110,0.41195803684141535,0.5193974361902879,0.5116368996018621,0.8507268807668205,0.766077003216657,0.5512830201588067,0.5352848917330015,0.5659419162485289,0.5185884090608883,0.8865247043150878,0.7719880979414434,0.0,0.15,0.15
111,0.30269310591184445,0.4007915616171957,0.14605006546927332,0.12410567250813573,0.3350562777280274,0.023469088377793473,0.12816774603793543,0.7636576628305556,0.772023883571226,0.6226415998149708,0.30128222092700674,0.0,0.15,0.15
112,0.5196571501664492,0.7063483360804823,0.7786292835168038,0.20398406749364426,0.27108115775048847,0.1320224132575736,0.28646734932265105,0.009654796672339873,0.03247616831401012,0.3449871101440813,0.48376297027442033,0.0,0.15,0.15
113,0.38414704269730304,0.5903025714962351,0.3709183698533256,0.3853746043848016,0.3475746287948456,0.4358252297610246,0.5845816647688242,0.9153775065148252,0.7460504174528277,0.34258643177209286,0.44188562820738797,0.0,0.15,0.15
114,0.3972695460490068,0.5131215525542119,0.5224904547339689,0.7813916106571324,0.7668141413193439,0.3945261364617944,0.3632745360147721,0.6281978952014229,0.6099790038150196,0.8718145460368859,0.9999999934846202,0.0,0.15,0.15
115,0.3066732040926804,0.9558389851031245,0.7175850969118912,0.13731765915423827,0.2618272355977976,0.9293227920082234,0.8314061903939624,0.4958740496376482,0.6002538264608976,0.24992813612498962,0.4822201345189191,0.0,0.15,0.15
116,0.355671774880849,0.45736272871546957,0.4612418845612426,0.9800831401857192,0.7221599396932435,0.49146275617727064,0.5923793545082905,0.32955124177203865,0.24007918196621028,0.6361179167035896,0.6363664802391634,0.0,0.15,0.15
117,0.3115197285973099,0.23475923672484678,0.16727017004622835,0.06526915268783685,0.17841817515850059,0.12446349656535957,0.19605447842666637,0.12521119181833346,0.2604924488932428,0.14045894261234673,0.3348292273537707,0.0,0.15,0.15
118,0.38270539400765774,0.1317690282482506,0.3485959881330998,0.6369324211545334,0.6563233339307246,0.17793900337288446,0.17040833941842345,0.3467732152626296,0.4826054632954771,0.9072516742524808,0.8985049243810743,0.0,0.15,0.15
119,0.5711708480142343,0.4724332409951753,0.27460903170218054,0.6639295524522313,0.6927320407316506,0.16829308357307038,0.2670594209470515,0.1906176546865615,0.23765488095393755,0.026159364136527547,0.35985236721248237,0.0,0.15,0.15
120,0.26280988570686437,0.16237370123631273,0.18304245387900245,0.27038285879467505,0.35035175126814255,0.17302574764653458,0.17478070828236322,0.08515547794027788,0.19961122078304502,0.108272566045962,0.15947457773923027,0.0,0.15,0.15
121,0.2386438602123259,0.45903285033405733,0.24336706974284056,0.19727556450819017,0.4671406052532014,0.3619638908428508,0.2317532517664066,0.5073796598043858,0.3788933092551901,0.6947880781637901,0.42277991455131864,0.0,0.15,0.15
122,0.5471170327493609,0.030611989554072676,0.04439250440171137,0.79733450776164,0.5676922732872214,0.6279578474214715,0.6876855768465021,0.0780862467122086,0.3034615449879675,0.8833592909484483,0.6917082884998762,0.0,0.15,0.15
