step,div_protein,true_label_1,pred_label_1,true_label_2,pred_label_2,true_label_3,pred_label_3,true_label_4,pred_label_4,true_label_5,pred_label_5,true_label_6,pred_label_6,true_label_7,pred_label_7,true_label_8,pred_label_8,true_label_9,pred_label_9,true_label_10,pred_label_10,phase_dna,phase_rna,phase_protein
41,0.500353656264695,0.03796011910831792,0.11370141604832046,0.33422496432317006,0.4113046161078579,0.9534857902435219,0.8696350015428997,0.618791571473861,0.5488373417367477,0.3692225340147556,0.4789050213620914,0.6125960961108281,0.7132361459688729,0.20104626477655912,0.255232908775005,0.1646102507452549,0.28706411640263646,0.3619258111644776,0.22543466507454904,0.8632183233745999,0.718512792481345,0.0,0.15,0.15
42,0.5440962884579675,0.5168872352938115,0.5916106419813059,0.29820133285387856,0.45469655705943646,0.9566588380969577,0.9999999919035739,0.818555566462606,0.8858020047713843,0.32326816853524526,0.3140917236381152,0.9753501942615376,0.859754250560293,0.9914700092072941,0.7481397958067032,0.40955125204802084,0.3991043749284866,0.6583219089198815,0.4566290771416294,0.40237215178779434,0.40093633493782976,0.0,0.15,0.15
43,0.5932820581871496,0.2593439451764533,0.2918701083821265,0.08292744260568,0.04047140024968478,0.26103738345482796,0.2952111288418707,0.270066443504045,0.2894235972410397,0.39902144220157243,0.447698694185219,0.18238257135774952,0.2415774984299575,0.957542238750936,0.816025467276988,0.10207974106241406,0.17573018065768986,0.627368158733056,0.4409133068926911,0.43866409241898724,0.44212878908254266,0.0,0.15,0.15
44,0.5941249295564085,0.42913303063500874,0.5009588999190046,0.3736508609074545,0.4133620980052206,0.8736503186901668,0.7886167446895974,0.27912971461146996,0.3638988030373766,0.02051814205636153,0.21719429203854157,0.9209541551317311,0.7857390715011563,0.8671515479074365,0.7531098220561224,0.27706415636738924,0.40525959234700465,0.5248550524663724,0.48520497515788613,0.10376870037713277,0.0,0.0,0.15,0.15
45,0.4055525529315622,0.09185274662296411,0.07949018710454536,0.8413521975234108,0.7163247388316529,0.4096107738806288,0.5124382317157474,0.6631720241718669,0.7049247037811088,0.94421724084603,0.9313516948749339,0.24306758754442315,0.3198561201495937,0.005801003215079278,0.10702121171020272,0.022912799693870882,0.21153806010298734,0.7122008222065097,0.5390637837441008,0.9248375069515336,0.837094644668884,0.0,0.15,0.15
46,0.38587828003258967,0.47389947459087584,0.47863642293341224,0.37678314077412245,0.40111906057779945,0.5439396088398397,0.4030998277784723,0.8618220743916817,0.7071233632607492,0.652831537159024,0.7291238278772539,0.23082805738816042,0.3148189114846696,0.776192288993557,0.6281129480430669,0.13398887080220062,0.3396682889142921,0.16414022194169864,0.0970138152295271,0.6108242580181402,0.5328260495459751,0.0,0.15,0.15
47,0.3921898713996436,0.24037491079416476,0.2937385963069029,0.7080298074923027,0.5824323098223593,0.34806910708617583,0.48330245840996344,0.2760542491512036,0.4952937880743067,0.9999999899883517,0.9509800093438506,0.037057889240820076,0.2206326301305266,0.6459176071981911,0.6007461233546538,0.037544461117160845,0.18769038121672194,0.7634211686789766,0.6590270331781912,0.22560217057093324,0.15671147124878249,0.0,0.15,0.15
48,0.13255097096968865,0.08817924228831801,0.248822110039991,0.6514314726796411,0.6677452137274491,0.736161909202762,0.6890834334902638,0.6796712103456265,0.5509277599917638,0.05187941975416833,0.15560405321117904,0.29260347612074245,0.18824814247342495,0.44888911007013355,0.4271574855176709,0.2873220802769572,0.3698846242440791,0.8141160879976204,0.6303753122146325,0.12594701101072492,0.1844631524537186,0.0,0.15,0.15
49,0.46981567809706326,0.6219033423009543,0.6197384013293262,0.9928222740657625,0.7651230122444612,0.9083399757640512,0.8532552855897252,0.220381047263541,0.3777805272964819,0.0,0.1642881167164597,0.9839114290743248,0.8570939927031842,0.8855990693793471,0.7830481515089109,0.9231888743895926,0.7159518652900803,0.4160301622061117,0.5260423746354539,0.743664284828951,0.7412322990808239,0.0,0.15,0.15
50,0.6349355694567879,0.21385777678667545,0.3077767603865816,0.3940603309928317,0.3825773054037785,0.8566643786786502,0.5708776881072324,0.12514114590745623,0.34020773616454736,0.8948245832861782,0.8926708593091586,0.4962828203866545,0.5458346248680266,0.4236019600097199,0.43707004227015683,0.30596774004059524,0.34138555396825393,0.9212794712649173,0.6789691662721237,0.5151120457312102,0.515977452015435,0.0,0.15,0.15
51,0.45658335488614016,0.8179287315591713,0.8933976472145784,0.8616344525480273,0.8788621286741326,0.9284250818930474,0.8708078084729656,0.302201848988918,0.3729985647798842,0.3401246918640204,0.2853120762403295,0.5955693522294061,0.5063796998464598,0.43900985920321434,0.507099307387896,0.9366328901715303,0.810248337998165,0.3979509645690415,0.48734824151634515,0.47499275446708183,0.5130425224473291,0.0,0.15,0.15
52,0.25785211550411724,0.6270191144953705,0.5942587895510549,0.40655524176793734,0.30423739429934293,0.9994379084688696,0.8703156342631211,0.0961687651171178,0.32130836551705566,0.22077829948390368,0.22668880853320666,0.32115891888333326,0.37834571898837227,0.14194941182918722,0.2294709218774407,0.2844220734485582,0.38258171557990744,0.7826044332061075,0.7041354671394102,0.520416799355557,0.5351306910784139,0.0,0.15,0.15
53,0.30053083025575633,0.03108399663626624,0.27657521497144005,0.9872031595969144,0.9999999915217093,0.618042295747704,0.5669277296320304,0.05596354046538779,0.20700917037926989,0.6618569359586138,0.5504987984198073,0.3772804923522073,0.36204955033577874,0.12975789980933533,0.2610355992042878,0.5654130368438027,0.5335284188202091,0.7300328689985485,0.5847104134244312,0.6696702988305216,0.6509816503350405,0.0,0.15,0.15
54,0.3061574264583452,0.24929478999305887,0.41018076274570425,0.5272567105018482,0.5376613553061369,0.53867465999379,0.4453453789703627,0.7186638286241295,0.7121180352305103,0.36020454910519556,0.35744238649728277,0.79970973476232,0.8393091971401009,0.6278060320290423,0.48480614841142977,0.03717444784671825,0.14081283565914718,0.5480255649664495,0.43587762850575257,0.8617671607401329,0.6864576334700265,0.0,0.15,0.15
55,0.5657051981345059,0.5763266524351821,0.6764207119081485,0.176548820499673,0.01753868040518873,0.5110307147516566,0.5064700769103714,0.7591014155022711,0.7870780619460107,0.11015146693971743,0.25584828040851504,0.8192178091379787,0.7051014694069981,0.16194100381267085,0.2356974967291882,0.5356612851433866,0.5644308865776584,0.3860383462590695,0.36497622383075895,0.2442633733950745,0.26018896667605684,0.0,0.15,0.15
56,0.4502393819250038,0.6579242989509629,0.36704361487937576,0.03745033113428477,0.0,0.7639654302274821,0.6576324593275893,0.5274052938430958,0.6044364879611559,0.8767093493954925,0.7122773179694813,0.5206701728655008,0.4161265618442578,0.027932048030137206,0.1777907972371209,0.14302605181983385,0.16642286286523295,0.7990911220633913,0.7257472117207825,0.4892883454178284,0.41123700073413655,0.0,0.15,0.15
57,0.4638128633925155,0.4478941562251249,0.6423540373430737,0.31983762173220975,0.2788100205198671,0.28225008248288064,0.2949777149492153,0.969577954301283,0.9364925770571689,0.4333916821012737,0.3977302442670973,0.8866109063960791,0.9275401653229992,0.648285785250599,0.6542897744637635,0.8618064170195796,0.7548014508718787,0.8563787411271622,0.709653598022686,0.9568159544352651,0.9999999924121362,0.0,0.15,0.15
58,0.43535297139151796,0.7095341120189882,0.7463259747257298,0.8091295930258289,0.7552431766415366,0.7366954754243045,0.6926921522097705,0.6062670258701307,0.6893152561254446,0.7181077442736156,0.5702351257446997,0.7171281688153097,0.6496976384491522,0.0338758862604657,0.0,0.5175962608777773,0.4899147342460574,0.7961148967784317,0.7389710936465281,0.23856287731266873,0.3516310780243033,0.0,0.15,0.15
59,0.28885212703313085,0.47166965836523717,0.5647878952784622,0.4369461765168302,0.4810828789254281,0.40203441808017254,0.302031409323362,0.11932601045858533,0.21565496091438738,0.5262419212080427,0.6524275026216535,0.44565575889685943,0.3957856982486098,0.6636948520250984,0.6230231263881488,0.5510826778615829,0.49510969518111175,0.025048414834287783,0.0,0.026068058501293283,0.056399932993623406,0.0,0.15,0.15
60,0.3056089291465213,0.713026110590797,0.6585739240590816,0.7108457870912113,0.738070666258696,0.9664730439555993,0.9034028503644493,0.8797406887925899,0.8863898656911988,0.46852289287254384,0.3675436775179566,0.6266274088885531,0.6877672647451609,0.45505428262839315,0.48801091323572193,0.22281017622314864,0.4425715262932327,0.376901258563128,0.34236182266776827,0.09852896593788252,0.036394933262698465,0.0,0.15,0.15
61,0.4680738484796592,0.6774347809578904,0.7832407712486107,0.19282821487612936,0.211830259471233,0.4756655831603865,0.32693376648122785,0.9711396420677586,0.8913319390980787,0.03162383647132952,0.12704648103768146,0.14898408206029987,0.27761877154020165,0.29458311377686963,0.13087314771994135,0.945646904007749,0.9169130161016286,0.9132101301103525,0.7303576431040789,0.15704504088715307,0.3298711892234549,0.0,0.15,0.15
62,0.4086211547214928,0.9988771455891665,0.8045708523100875,0.7542187186221431,0.7410842425103412,0.5410185575715327,0.5786621468138162,0.9351432192490303,0.825385145831571,0.8815509140514072,0.7713090843058512,0.39032227222989124,0.3617796708386949,0.6565622341130439,0.6037314914505386,0.6495966457228699,0.5350400152264698,0.3268053547711117,0.3824516840508902,0.1745539009427313,0.12294545571103901,0.0,0.15,0.15
63,0.2141901580641547,0.4733677449474637,0.599010725771117,0.2644199995878013,0.13759299713221584,0.3536882467522519,0.383124962505022,0.9577492847956571,0.860026200276825,0.4615930333223955,0.4744866327094522,0.68604360918525,0.7155708291479709,0.33267741780680327,0.38735161785330063,0.9999999899446902,0.8439471359668269,0.6611885627824345,0.5538751590907209,0.19128742532991574,0.286744709314085,0.0,0.15,0.15
64,0.47860269970493,0.09671328129522506,0.12137358494950125,0.9475724395756485,0.7766320139541629,0.9511134567349881,0.7221130939507768,0.6224869386656781,0.7706058348639133,0.016929308502918232,0.0,0.22332861354918007,0.10062181561978062,0.8032034027034721,0.6747526191344208,0.8789328046214896,0.7456241551260645,0.45481612593715753,0.5185345813675002,0.361963718877823,0.30992467460718776,0.0,0.15,0.15
65,0.5416729692327733,0.27658842592511745,0.38357702392327214,0.11740947032138396,0.013396325881289476,0.11123772369871113,0.21933219637321702,0.9561966833827361,0.7545158432715328,0.8094860411644076,0.7475446037148247,0.1621288984950296,0.14043304775934667,0.20197560013083957,0.31377431871996525,0.6578082189846324,0.6728734575483062,0.7679098097908553,0.5512422447251488,0.8098152550102123,0.598457899064324,0.0,0.15,0.15
66,0.4006391881202624,0.16328600609059132,0.28497054697734286,0.9887160663043052,0.950517454395352,0.2247607878057676,0.4041648130926616,0.5903393827326394,0.5717937852008964,0.5882182429494565,0.461344904608024,0.9705792065484129,0.8906180450628703,0.6579020832405865,0.5742499951523065,0.5867701863487931,0.5126061883289018,0.5201033664028586,0.5653173232098687,0.7638441207010381,0.6918071004676528,0.0,0.15,0.15
67,0.36840354873707154,0.10475597749293897,0.1654350485396331,0.0019812335546789787,0.060391861069398596,0.9589253403932781,0.8739455420482782,0.49891440743518123,0.5502111746970569,0.32863584971303744,0.32865380811204686,0.36688895934227145,0.21909367187277176,0.8058001731042863,0.6651949525268028,0.38311592184816223,0.39278929516117783,0.7734576368053373,0.6590456302593884,0.437420214990713,0.3217655982367572,0.0,0.15,0.15
