phase,phase_name,divergence
1,Doubt,1.0232049937357637
1,Doubt,0.8551915658502676
1,Doubt,0.8592536225623445
1,Doubt,0.9281555778747564
1,Doubt,0.9786552848288153
2,Conflict,2.0466361348397006
2,Conflict,2.221303432542433
2,Conflict,2.128648943480303
2,Conflict,1.976009220505486
2,Conflict,1.9971475688145968
2,Conflict,1.8496205953043288
2,Conflict,1.9972230296011415
2,Conflict,1.9567012041619793
2,Conflict,2.0484077840507133
2,Conflict,1.8759153584671515
2,Conflict,2.0779019771361757
2,Conflict,2.2299108369503866
2,Conflict,1.9836859777314713
2,Conflict,2.060256758314841
2,Conflict,2.1035215987566667
2,Conflict,1.9398169292171246
2,Conflict,2.0336138722715624
2,Conflict,2.001888860117269
2,Conflict,2.0146514147823247
2,Conflict,1.88404853242168
2,Conflict,2.0036765261388414
2,Conflict,2.0746997436868173
2,Conflict,2.2176715411692562
2,Conflict,2.143890623912781
2,Conflict,2.3229773686267334
2,Conflict,1.8848978655667925
2,Conflict,2.1308480955081017
2,Conflict,2.0275013008607528
2,Conflict,2.328470439982651
2,Conflict,1.8787552571967272
2,Conflict,1.8740417236728837
2,Conflict,1.9100911031833967
2,Conflict,1.681415641353529
2,Conflict,1.921136746747886
2,Conflict,1.8861301007669453
2,Conflict,2.022559067971431
2,Conflict,2.051263396366574
2,Conflict,2.281425625882383
2,Conflict,2.1425635757279076
2,Conflict,1.9134644516506396
2,Conflict,1.8652377992977462
2,Conflict,2.073787875725976
2,Conflict,1.8019650189469036
2,Conflict,2.274718814878153
2,Conflict,2.176916018108193
2,Conflict,1.9296236521842942
2,Conflict,1.7430298206363684
2,Conflict,2.203080856124812
2,Conflict,1.9828190232121072
2,Conflict,2.185672446796019
3,Synthesis,2.760835851180845
3,Synthesis,2.910093746556934
3,Synthesis,3.0007865549577275
3,Synthesis,3.007047089064711
3,Synthesis,2.9324901792781133
3,Synthesis,3.093427489852125
3,Synthesis,2.8398569355926107
3,Synthesis,2.9786430772468058
3,Synthesis,3.0180443447567846
3,Synthesis,3.0771658251088123
3,Synthesis,3.1067422317133335
3,Synthesis,2.8313036862243197
3,Synthesis,2.7698828743896566
3,Synthesis,3.191651523284776
3,Synthesis,3.0498471017969386
3,Synthesis,2.887727019516517
3,Synthesis,3.2326727963283783
3,Synthesis,3.0173511951439287
3,Synthesis,3.176894577609574
3,Synthesis,3.0101277722115163
3,Synthesis,3.309112188732298
3,Synthesis,3.2633011263664806
3,Synthesis,2.962655377728139
3,Synthesis,3.145735642643153
3,Synthesis,3.096806392437772
3,Synthesis,3.2052947336298523
3,Synthesis,2.855261480912984
3,Synthesis,3.102907718999766
3,Synthesis,3.158763673027438
3,Synthesis,2.7361890770365327
3,Synthesis,2.822511223100134
3,Synthesis,2.6941151733359847
3,Synthesis,2.9595889748333164
3,Synthesis,3.1076313383693943
3,Synthesis,3.225353557814404
3,Synthesis,3.0111142170629663
3,Synthesis,3.2442923318356938
3,Synthesis,2.792984781267766
3,Synthesis,2.744492634096727
3,Synthesis,2.991667845165507
3,Synthesis,3.057609817340896
3,Synthesis,2.995095787785886
3,Synthesis,2.6898836849940184
3,Synthesis,2.9866319940730817
3,Synthesis,2.804329574924272
3,Synthesis,3.100450882324506
3,Synthesis,3.054989736914527
3,Synthesis,2.859018032050897
3,Synthesis,2.922919962399496
3,Synthesis,2.8411179717166575
4,New Stable,3.9937320902726827
4,New Stable,4.095514232050124
4,New Stable,3.901427395366446
4,New Stable,4.050404651551784
4,New Stable,3.9469742381627557
4,New Stable,3.9207127167737656
4,New Stable,3.989296964004544
4,New Stable,3.8964757677580626
4,New Stable,3.944635069465282
4,New Stable,3.880212210741115
4,New Stable,4.1964725132916385
4,New Stable,4.003526355197173
4,New Stable,3.9300274492007414
4,New Stable,4.021397991073422
4,New Stable,3.988767195030917
4,New Stable,3.9779030400466775
4,New Stable,4.061416670004342
4,New Stable,4.0757507710047305
4,New Stable,3.946949885238947
4,New Stable,3.942418175935532
4,New Stable,3.9724948302848357
4,New Stable,3.7698078835264415
4,New Stable,3.848480893780145
4,New Stable,4.1366874267444524
4,New Stable,4.164496771350128
4,New Stable,3.9750963960443624
4,New Stable,4.057655696305576
4,New Stable,4.031125015454354
4,New Stable,4.307888080845524
4,New Stable,4.111957491143458
4,New Stable,3.987208240851923
4,New Stable,3.9044459559399574
4,New Stable,3.839355367974243
4,New Stable,4.0203463635867225
4,New Stable,3.92436492547157
4,New Stable,3.8577746290402324
4,New Stable,3.9353427115757476
4,New Stable,3.8918451996385603
4,New Stable,4.168714163507256
4,New Stable,4.088163975694945
4,New Stable,3.999202735868338
4,New Stable,4.147994413889003
4,New Stable,4.007736830764761
4,New Stable,3.9138715798671737
4,New Stable,4.152312407726965
4,New Stable,4.053891004368466
4,New Stable,3.8962753845673546
4,New Stable,3.980966132191639
4,New Stable,3.912438174661524
4,New Stable,3.8617200269035665
